,class,message
5276,ham,dunno leh cant remember mayb lor so wat time r we meeting tmr
5277,ham,best msg its hard to be with a person when u know that one more step foward will make u fall in love amp one step back can ruin ur friendship good night 
5278,spam,urgent your mobile number has been awarded with a å prize guaranteed call  from land line claim  valid hrs only ppm
5279,ham,helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng
5280,ham,vikky come around  lttimegt 
5281,ham,and how you will do that princess 
5282,ham,i have gone into get info bt dont know what to do
5283,ham,yeah probably here for a while
5284,ham,sent me ur email id soon
5285,spam,urgent you have won a  week free membership in our å prize jackpot txt the word claim to no  tc  lccltd pobox ldnwarw
5286,ham,im still pretty weak today  bad day 
5287,ham,hey  dont forget  you are mine  for me  my possession  my property  mmm  childish smile 
5288,ham,an excellent thought by a misundrstud frnd i knw u hate me bt the day wen ull knw the truth ull hate urself gn
5289,ham,hey congrats u id luv  but ive had  go home
5290,ham,dear where you call me
5291,ham,xy trying smth now u eat already we havent
5292,spam,urgent please call  from landline å cash or a luxury  canary islands holiday await collection tcs sae po box  mxy ppm 
5293,ham,i donno its in your genes or something
5294,spam,xmas iscoming  ur awarded either å cd gift vouchers  free entry  r å weekly draw txt music to  tnc  
5295,ham,alex says hes not ok with you not being ok with it
5296,ham,are u coming to the funeral home
5297,ham,my darling sister how are you doing whens school resuming is there a minimum wait period before you reapply do take care
5298,ham,ill hand her my phone to chat wit u
5299,ham,well good morning mr  hows london treatin ya treacle
5300,ham,i cant make it tonight
5301,ham,at what time should i come tomorrow
5302,ham,about  ltgt bucks the banks fees are fixed better to call the bank and find out
5303,ham,i can but it will tell quite long cos i havent finish my film yet
5304,ham,pls ask macho how much is budget for bb bold  is cos i saw a new one for  ltgt  dollars
5305,ham,hi missed your call and my mumhas beendropping red wine all over theplace what is your adress
5306,ham,ill be at yours in about  mins but look out for me
5307,ham,what you did in  leave
5308,ham,im coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now
5309,ham,jolly good by the way  will give u tickets for sat eve  speak before then x
5310,ham,yeah thats what i was thinking
5311,ham,kkim going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want moneyi will give it on feb 
5312,ham,here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling
5313,ham,my sister going to earn more than me da
5314,spam,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to  optout txt eng stop box wwx å
5315,ham,hahahause your brain dear
5316,ham,jus finish watching tv u
5317,ham,k fyi im back in my parents place in south tampa so i might need to do the deal somewhere else
5318,ham,good morning my love  i go to sleep now and wish you a great day full of feeling better and opportunity  you are my last thought babe i love you kiss
5319,ham,kothi print out marandratha
5320,ham,but we havent got da topic yet rite
5321,ham,ok no problem yup im going to sch at  if i rem correctly
5322,ham,thanks ill keep that in mind
5323,ham,aah bless hows your arm
5324,ham,dear sirsalam alaikkumpride and pleasure meeting you today at the tea shopwe are pleased to send you our contact number at qatarrakhesh an indianpls save our numberrespectful regards
5325,ham,gal n boy walking in d park galcan i hold ur hand boyy do u think i would run away galno jst wana c how it feels walking in heaven with an princegn
5326,ham,what makes you most happy
5327,ham,wishing you a wonderful week
5328,ham,sweet heart how are you
5329,ham,sir waiting for your letter
5330,ham,dude im no longer a pisces im an aquarius now
5331,ham,x course it yrs just so her messages on messenger lik you r sending me
5332,ham,i think steyn surely get one wicket
5333,ham,neither in sterm voice  im studying all fine with me not sure the  thing will be resolved tho anyway have a fab hols
5334,ham,garbage bags eggs jam bread hannaford wheat chex
5335,ham,no its not pride im almost  ltgt  years old and shouldnt be takin money from my kid youre not supposed to have to deal with this stuff this is grownup stuffwhy i dont tell you
5336,ham,sounds better than my evening im just doing my costume im not sure what time i finish tomorrow but i will txt you at the end
5337,ham,my birthday is on feb  ltgt  da 
5338,ham,so when do you wanna gym
5339,ham,youd like that wouldnt you jerk
5340,ham,are u awake is there snow there
5341,ham,and of course you should make a stink
5342,spam,u r subscribed  textcomp  wkly comp st wks free question follows subsequent wks chargedpmsg unsubscribe txt stop  custcare 
5343,ham,no go no openings for that room til after thanksgiving without an upcharge
5344,ham,when you guys planning on coming over
5345,ham,wat ì_ doing now
5346,ham,my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked
5347,ham,no sir thats why i had an hr trip on the bus last week have another audition next wednesday but i think i might drive this time
5348,ham,do i i thought i put it back in the box
5349,ham,im home
5350,ham,no one interested may be some business plan
5351,ham,yup its at paragon i havent decided whether  cut yet hee
5352,ham,good morning princess have a great day
5353,ham,guai ìï shd haf seen him when hes naughty ìï so free today can go jogging
5354,ham,aiyo cos i sms ì_ then ì_ neva reply so i wait  ì_ to reply lar i tot ì_ havent finish ur lab wat
5355,ham,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult 
5356,ham,tell me something thats okay
5357,ham,ok
5358,ham,hmm shall i bring a bottle of wine to keep us amused just joking ill still bring a bottle red or white see you tomorrow
5359,ham,this is ur face test            ltgt   select any number i will tell ur face astrology am waiting quick reply
5360,ham,hey iouri gave me your number im wylie ryans friend
5361,ham,yep get with the program youre slacking
5362,ham,im in inside officestill filling formsdon know when they leave me
5363,ham,i think your mentor is  but not  percent sure
5364,spam,call  and send our girls into erotic ecstacy just pmin to stop texts call  nat rate
5365,spam,camera  you are awarded a sipix digital camera call  fromm landline delivery within  days
5366,spam,a å xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a å reward just call 
5367,ham,just trying to figure out when im suppose to see a couple different people this week we said wed get together but i didnt set dates
5368,spam,important message this is a final contact attempt you have important messages waiting out our customer claims dept expires  call  now
5369,ham,hi mom we might be back later than  ltgt 
5370,spam,datingi have had two of these only started after i sent a text to talk sport radio last week any connection do you think or coincidence
5371,ham,lol oh you got a friend for the dog 
5372,ham,ok is any problem to u frm him wats matter
